Use_Case_ID,Department_Code,Agency,Office,Title,Summary,Development_Stage,Techniques,Source_Code,Department,AI_Keywords
GSA-0000-2023,GSA,FAS,,Acquisition Analytics,Takes Detailed Data on transactions and classifies each transaction within the Government-wide Category Management Taxonomy,Operation and Maintenance,Supervised Machine Learning - Classification,,U.S. General Services Administration,"1. Transaction data analysis
2. Categorization
3. Government-wide Category Management Taxonomy
4. Keyword extraction
5. AI model
6. Type classification
7. Data processing
8. Automated taxonomy mapping
9. Financial transaction classification
10. Compliance monitoring"
GSA-0001-2023,GSA,FAS,,City Pairs Program Ticket Forecast and Scenario Analysis Tools,"Takes segment-level City Pair Program air travel purchase data and creates near-term forecasts for the current and upcoming fiscal year by month and at various levels of granularity including DOD vs Civilian, Agency, and Region.",Development and Acquisition,Time Series Forecast,https://github.helix.gsa.gov/EDA/City_Pair_Program_Forecast.git,U.S. General Services Administration,"1. Forecasting
2. AI model
3. Air travel
4. City Pair Program
5. Segmentation
6. Near-term
7. Fiscal year
8. DOD vs Civilian
9. Agency
10. Region-based analysis"
GSA-0002-2023,GSA,FAS,,Category Taxonomy Refinement Using NLP,Uses token extraction from product descriptions more accurately shape intended markets for Product Service Codes (PSCs).,Operation and Maintenance,NLP,,U.S. General Services Administration,"Keywords:
- Token extraction
- Product descriptions
- PSCs
- AI model
- Market shaping
- Accuracy
- Keywords extraction
- Type identification
- Primary application
- Model functionality"
GSA-0003-2023,GSA,FAS,,Key KPI Forecasts for GWCM,"Takes monthly historical data for underlying components used to calculate KPIs and creates near-term forecasts for the upcoming fiscal year. Pilot effort focuses on total agency/category spend (the denominator in multiple KPIs). If the pilot program is successful, the same methodology can be extended to other KPIs.",Implementation,Time Series Forecast,,U.S. General Services Administration,"Keywords:
- Forecasting
- Time series analysis
- KPI prediction
- Pilot program
- Historical data
- Fiscal year
- Total spend
- Near-term forecasts
- Agency/category spend
- Extensible methodology"
GSA-0004-2023,GSA,FAS (QP0A),,Contract Acquisition Lifecycle Intelligence (CALI),"CALI tool is an automated machine learning evaluation tool built to streamline the evaluation of vendor proposals against the solicitation requirements to support the Source Selection process. Once the Contracting Officer (CO) has received vendor proposals for a solicitation and is ready to perform the evaluation process, the CO will initiate evaluation by sending solicitation documents along with all associated vendor proposal documents to the Source Selection module, which will pass all documents to CALI. CALI will process the documents, associated metadata and begin analyzing the proposals in four key areas: format compliance, forms validation, reps & certs compliance, and requirements compliance. The designated evaluation members can review the evaluation results in CALI and submit finalized evaluation results back to the Source Selection module.  CALI is currently being trained with sample data from the EULAs under the Multiple Award Schedule (MAS) program.",Implementation,Natural Language Processing,,U.S. General Services Administration,"Automated Machine Learning, Evaluation Tool, Vendor Proposals, Source Selection, Contracting Officer, Solicitation Requirements, AI Model, Streamline, Analysis, Compliance, Data Processing, Source Selection Module, Reps & Certs Compliance, Requirements Compliance, Training Data, Multiple Award Schedule (MAS) Program."
GSA-0005-2023,GSA,FAS / GSA IT (IC),,Chatbot for Federal Acquisition Community,"The introduction of a chatbot will enable the GSA FAS NCSC (National Customer Support Center) to streamline the customer experience process, and automate providing answers to documented commonly asked questions through public facing knowledge articles.  The end goal is this will reduce staffing requirements for NCSC’s live chat programs and allow the NCSC resources to be dedicated to other proactive customer services initiatives.  Customers will still have the option to connect to a live agent if they choose by requesting an agent.",Operation and Maintenance,Virtual assistant; Natural Language Processing (NLP),,U.S. General Services Administration,"1. Chatbot
2. Customer support
3. Automation
4. Streamlining
5. Knowledge articles
6. Staffing reduction
7. Live chat
8. Proactive customer services
9. Resource allocation
10. Requesting agent"
GSA-0006-2023,GSA,GSA IT (IC),,Document Workflow / Intelligent Data Capture and Extraction,"GSA is driving towards a more accurate and scalable document workflow platform. GSA seeks to intelligently capture, classify, and transfer critical data from unstructured and structured documents, namely PDF files, to the right process, workflow, or decision engine.",Operation and Maintenance,Intelligent Document Recognition (IDR); Optical Character Recognition (OCR); Intelligent Character Recognition (ICR); Optical Mark Reading (OMR); Barcode Recognition; Robotic Process Automation (RPA); API Automation; Machine Learning;,,U.S. General Services Administration,"1. Document workflow
2. Intelligent capture
3. Data transfer
4. Document classification
5. PDF files
6. Unstructured data
7. Structured data
8. Decision engine
9. Keyword extraction
10. Scalable AI model"
GSA-0007-2023,GSA,GSA IT (IDT),,Service Desk Generic Ticket Classification,"We are building a model to take generic Service Desk tickets and classify them so that they can be automatically re-routed to the correct team that handles these types of tickets. The process of re-routing generic tickets is currently done manually, so the model will allow us to automate it. The initial model will target the top 5 most common ticket types.",Implementation,Natural Language Processing,,U.S. General Services Administration,"1. Service Desk tickets
2. Classification model
3. Automated routing
4. Machine learning
5. Ticket types
6. Top 5
7. Keyword extraction
8. Automating process
9. Team re-routing
10. Manual to automatic"
GSA-0008-2023,GSA,GSA IT (IDT),,Service Desk Virtual Agent (Curie),"Virtual agent that uses ML to provide predictive results for chat entries. A natural language chatbot (virtual assistant), we named Curie, as part of a multi-model customer service experience for employee's IT service requests leveraging knowledge-based articles.",Operation and Maintenance,Assisted ML; Natural Language Processing,,U.S. General Services Administration,"1. Virtual agent
2. ML
3. Predictive results
4. Chat entries
5. Natural language
6. Chatbot
7. Virtual assistant
8. Knowledge-based articles
9. Customer service
10. IT service requests"
GSA-0009-2023,GSA,OGP,,Solicitation Review Tool (SRT),"The SRT intakes SAM.gov data for all Information and Communications Technology (ICT) solicitations. The system then compiles the data into a database to be used by machine learning algorithms. The first of these is a Natural Language Processing model that determines if a solicitation contains compliance language. If a solicitation does not have compliance language, then it is marked as non-compliant. Each agency is asked to review their data and validate the SRT predictions.  GSA also conducts random manual reviews monthly.",Operation and Maintenance,Natural Language Processing (NLP); Intelligent Document Recognition (IDR); Optical Character Recognition (OCR); Intelligent Character Recognition (ICR); Robotic Process Automation (RPA); Machine Learning,https://github.com/GSA/srt-api,U.S. General Services Administration,"1. Natural Language Processing
2. Compliance language detection
3. SAM.gov data intake
4. Machine learning algorithms
5. ICT solicitations analysis
6. Non-compliant solicitation identification
7. Validation process
8. Random manual reviews
9. Data compilation
10. Agency review predictions"
